,id,date_of_receipt,receipt_number,remarks,units,brand,category,brand_model,status,img,file_exists,file_name,file_size_MB,processed_data,m_receipt_date,m_receipt_number,m_brand_model,m_brand,receipt_type
42,653403,5/29/24,3164,Approved,1,Ray-Ban,Sunglasses,4333 601,1,Receipt/2024/fkiceggoag.jpg,Yes,fkiceggoag.jpg,7.091513,"{'m_receipt_date': ['2024-05-29', '2024-05-29', '2024-05-29'], 'm_receipt_number': ['EC003164', 'EC003164'], 'm_brand_model': ['Frame SG221200010 4333D/S/RayBan/C601-9a55', '4333D/S/RayBan/C601-9a55'], 'm_brand': ['Frame SG221200010 4333D/S/RayBan/C601-9a55', '4333D/S/RayBan/C601-9a55'], 'id': 653403, 'receipt_type': 'Printed'}","['2024-05-29', '2024-05-29', '2024-05-29']","['EC003164', 'EC003164']","['Frame SG221200010 4333D/S/RayBan/C601-9a55', '4333D/S/RayBan/C601-9a55']","['Frame SG221200010 4333D/S/RayBan/C601-9a55', '4333D/S/RayBan/C601-9a55']",Printed
43,653400,6/9/24,14180,Approved,1,Ray-Ban,Sunglasses,2206 139987,1,Receipt/2024/cyvfkk8s6u_9RBkDwq.jpg,Yes,cyvfkk8s6u_9RBkDwq.jpg,5.750514,"{'m_receipt_date': ['2024-06-09', '2024-06-09', '2024-06-09'], 'm_receipt_number': ['EC014180', 'EC014180'], 'm_brand_model': ['SG042400023 2206D/S/RayBan/C13998757', '2206D/S/RayBan/C13998757'], 'm_brand': ['SG042400023 2206D/S/RayBan/C13998757', 'Other 1 SG240500001 3727D/S/RayBan/92021857', '2206D/S/RayBan/C13998757', '3727D/S/RayBan/92021857'], 'id': 653400, 'receipt_type': 'Printed'}","['2024-06-09', '2024-06-09', '2024-06-09']","['EC014180', 'EC014180']","['SG042400023 2206D/S/RayBan/C13998757', '2206D/S/RayBan/C13998757']","['SG042400023 2206D/S/RayBan/C13998757', 'Other 1 SG240500001 3727D/S/RayBan/92021857', '2206D/S/RayBan/C13998757', '3727D/S/RayBan/92021857']",Printed
44,653399,6/9/24,14180,Approved,1,Ray-Ban,Sunglasses,2206 139987,1,Receipt/2024/cyvfkk8s6u.jpg,Yes,cyvfkk8s6u.jpg,5.750514,"{'m_receipt_date': ['2024-06-09', '2024-06-09', '2024-06-09'], 'm_receipt_number': ['EC014180', 'EC014180'], 'm_brand_model': ['SG042400023 2206D/S/RayBan/C13998757', '2206D/S/RayBan/C13998757'], 'm_brand': ['SG042400023 2206D/S/RayBan/C13998757', 'Other 1 SG240500001 3727D/S/RayBan/92021857', '2206D/S/RayBan/C13998757', '3727D/S/RayBan/92021857'], 'id': 653399, 'receipt_type': 'Printed'}","['2024-06-09', '2024-06-09', '2024-06-09']","['EC014180', 'EC014180']","['SG042400023 2206D/S/RayBan/C13998757', '2206D/S/RayBan/C13998757']","['SG042400023 2206D/S/RayBan/C13998757', 'Other 1 SG240500001 3727D/S/RayBan/92021857', '2206D/S/RayBan/C13998757', '3727D/S/RayBan/92021857']",Printed
45,653385,5/19/24,13345,Approved,1,Ray-Ban,Optical,7178 5725,1,Receipt/2024/eybgdirdxt.jpg,Yes,eybgdirdxt.jpg,7.573151,"{'m_receipt_date': ['2024-05-19', '2024-05-19', '2024-05-19'], 'm_receipt_number': ['EC013345', 'EC013345'], 'm_brand_model': ['FR082000048 7178D/P/RayBan/C572551', '7178D/P/RayBan/C572551'], 'm_brand': ['FR082000048 7178D/P/RayBan/C572551', '7178D/P/RayBan/C572551'], 'id': 653385, 'receipt_type': 'Printed'}","['2024-05-19', '2024-05-19', '2024-05-19']","['EC013345', 'EC013345']","['FR082000048 7178D/P/RayBan/C572551', '7178D/P/RayBan/C572551']","['FR082000048 7178D/P/RayBan/C572551', '7178D/P/RayBan/C572551']",Printed
46,653384,5/25/24,29684,Approved,1,Ray-Ban,Optical,7179 2000,1,Receipt/2024/iu7gesstpq.jpg,Yes,iu7gesstpq.jpg,6.69896,"{'m_receipt_date': ['2024-05-25', '2024-05-25', '2024-05-25'], 'm_receipt_number': ['AT029684', 'AT029684'], 'm_brand_model': ['FR072000016 7179D/P/RayBan/C200054', '7179D/P/RayBan/C200054'], 'm_brand': ['FR072000016 7179D/P/RayBan/C200054', '7179D/P/RayBan/C200054'], 'id': 653384, 'receipt_type': 'Printed'}","['2024-05-25', '2024-05-25', '2024-05-25']","['AT029684', 'AT029684']","['FR072000016 7179D/P/RayBan/C200054', '7179D/P/RayBan/C200054']","['FR072000016 7179D/P/RayBan/C200054', '7179D/P/RayBan/C200054']",Printed
47,653383,5/26/24,10205,Approved,1,Ray-Ban,Optical,5411 2000,1,Receipt/2024/ykcwucfnuj.jpg,Yes,ykcwucfnuj.jpg,7.294013,"{'m_receipt_date': ['2024-05-26', '2024-05-26', '2024-05-26'], 'm_receipt_number': ['EC010205', 'EC010205'], 'm_brand_model': ['Other 1 SG220900009 5411D/P/RayBan/C200054', '5411D/P/RayBan/C200054'], 'm_brand': ['Other 1 SG220900009 5411D/P/RayBan/C200054', '5411D/P/RayBan/C200054'], 'id': 653383, 'receipt_type': 'Printed'}","['2024-05-26', '2024-05-26', '2024-05-26']","['EC010205', 'EC010205']","['Other 1 SG220900009 5411D/P/RayBan/C200054', '5411D/P/RayBan/C200054']","['Other 1 SG220900009 5411D/P/RayBan/C200054', '5411D/P/RayBan/C200054']",Printed
48,653377,5/26/24,10205,Approved,1,Ray-Ban,Optical,6482 2983,1,Receipt/2024/sehvdx82gn.jpg,Yes,sehvdx82gn.jpg,6.3701,"{'m_receipt_date': ['2024-05-26', '2024-05-26'], 'm_receipt_number': ['EC010205', 'EC010205'], 'm_brand_model': ['FR231000003 6482D/M/rayBan/C298355', '6482D/M/rayBan/C298355'], 'm_brand': ['FR231000003 6482D/M/rayBan/C298355', '6482D/M/rayBan/C298355'], 'id': 653377, 'receipt_type': 'Printed'}","['2024-05-26', '2024-05-26']","['EC010205', 'EC010205']","['FR231000003 6482D/M/rayBan/C298355', '6482D/M/rayBan/C298355']","['FR231000003 6482D/M/rayBan/C298355', '6482D/M/rayBan/C298355']",Printed
49,651825,5/29/24,8556,Approved,1,Ray-Ban,Optical,4379 2000,1,Receipt/2024/4sh35qsait.jpg,Yes,4sh35qsait.jpg,6.528531,"{'m_receipt_date': ['2024-05-29', '2024-05-29'], 'm_receipt_number': ['EC008556', 'EC008556'], 'm_brand_model': ['FR042200014 4379VD/P/RayBan/C200053', '4379VD/P/RayBan/C200053'], 'm_brand': ['FR042200014 4379VD/P/RayBan/C200053', '4379VD/P/RayBan/C200053'], 'id': 651825, 'receipt_type': 'Printed'}","['2024-05-29', '2024-05-29']","['EC008556', 'EC008556']","['FR042200014 4379VD/P/RayBan/C200053', '4379VD/P/RayBan/C200053']","['FR042200014 4379VD/P/RayBan/C200053', '4379VD/P/RayBan/C200053']",Printed
50,651824,6/4/24,or-ckh24001152,Approved,1,Armani Exchange,Optical,ax3088,1,Receipt/2024/7yy3tywnjg.jpg,Yes,7yy3tywnjg.jpg,12.093038,"{'m_receipt_date': ['2024-06-04', '2024-06-04'], 'm_receipt_number': ['OR-CKH24001152', 'OR-CKH24001152'], 'm_brand_model': ['ARMANI EXCHANGE 3088U 8275', '3088U'], 'm_brand': ['ARMANI EXCHANGE 3088U 8275'], 'id': 651824, 'receipt_type': 'Printed'}","['2024-06-04', '2024-06-04']","['OR-CKH24001152', 'OR-CKH24001152']","['ARMANI EXCHANGE 3088U 8275', '3088U']",['ARMANI EXCHANGE 3088U 8275'],Printed
51,651823,6/9/24,11725,Approved,1,Ray-Ban,Optical,5315 2001,1,Receipt/2024/mnzukrrexm.jpg,Yes,mnzukrrexm.jpg,5.019191,"{'m_receipt_date': ['2024-06-09', '2024-06-09'], 'm_receipt_number': ['EC011725', 'EC011725', 'EC011725', 'EC011725'], 'm_brand_model': ['5315D/P/RayBan/C200153', '5315D/P/RayBan/C200153'], 'm_brand': ['5315D/P/RayBan/C200153', '5315D/P/RayBan/C200153'], 'id': 651823, 'receipt_type': 'Printed'}","['2024-06-09', '2024-06-09']","['EC011725', 'EC011725', 'EC011725', 'EC011725']","['5315D/P/RayBan/C200153', '5315D/P/RayBan/C200153']","['5315D/P/RayBan/C200153', '5315D/P/RayBan/C200153']",Printed
52,651817,6/28/24,OR NVO24101737,Approved,1,Coach,Optical,HC6230,1,Receipt/2024/jpeg_20240709_160552.jpg,Yes,jpeg_20240709_160552.jpg,0.327899,"{'m_receipt_date': ['Jun 28, 2024'], 'm_receipt_number': ['OR-NVO24101737', 'OR-NVO24101737'], 'm_brand_model': ['COACH 6230 ($168)', '6230'], 'm_brand': ['F02980. COACH RX FRAMES', 'COACH 6230 ($168)', 'COACH', 'COACH'], 'id': 651817, 'receipt_type': 'Printed'}","['Jun 28, 2024']","['OR-NVO24101737', 'OR-NVO24101737']","['COACH 6230 ($168)', '6230']","['F02980. COACH RX FRAMES', 'COACH 6230 ($168)', 'COACH', 'COACH']",Printed
53,651816,6/26/24,OR NVO24101726,Approved,1,Ray-Ban,Sunglasses,RB4547,1,Receipt/2024/jpeg_20240709_160503.jpg,Yes,jpeg_20240709_160503.jpg,0.315782,"{'m_receipt_date': ['Jun 26, 2024'], 'm_receipt_number': ['OR-NVO24101726', 'OR-NVO24101726'], 'm_brand_model': ['RAYBAN SG RB4547 6717/R5 SIZE60', 'RB4547'], 'm_brand': ['F02976, RAYBAN SUNGLASSES.', 'RAYBAN SG RB4547 6717/R5 SIZE60', 'RAYBAN', 'RAYBAN'], 'id': 651816, 'receipt_type': 'Printed'}","['Jun 26, 2024']","['OR-NVO24101726', 'OR-NVO24101726']","['RAYBAN SG RB4547 6717/R5 SIZE60', 'RB4547']","['F02976, RAYBAN SUNGLASSES.', 'RAYBAN SG RB4547 6717/R5 SIZE60', 'RAYBAN', 'RAYBAN']",Printed
54,651815,6/22/24,OR NVO24101687,Approved,1,Ray-Ban,Optical,RB5421,1,Receipt/2024/jpeg_20240709_160416.jpg,Yes,jpeg_20240709_160416.jpg,0.308514,"{'m_receipt_date': ['Jun 22, 2024'], 'm_receipt_number': ['OR-NVO24101687', 'OR-NVO24101687'], 'm_brand_model': ['RB 5421F 2001 55-19', 'RB 5421F'], 'm_brand': ['F02977 RAYBAN RX FRAME', 'RAYBAN'], 'id': 651815, 'receipt_type': 'Printed'}","['Jun 22, 2024']","['OR-NVO24101687', 'OR-NVO24101687']","['RB 5421F 2001 55-19', 'RB 5421F']","['F02977 RAYBAN RX FRAME', 'RAYBAN']",Printed
55,651814,6/4/24,or-ckh24001149,Approved,1,Armani Exchange,Optical,ax3077,1,Receipt/2024/1vhqdvg3xk.jpg,Yes,1vhqdvg3xk.jpg,11.935539,"{'m_receipt_date': ['2024-06-04', '2024-06-04'], 'm_receipt_number': ['OR-CKH24001149', 'OR-CKH24001149'], 'm_brand_model': ['ARMANI EXCHANGE 3077 8158', '3077'], 'm_brand': ['ARMANI EXCHANGE 3077 8158'], 'id': 651814, 'receipt_type': 'Printed'}","['2024-06-04', '2024-06-04']","['OR-CKH24001149', 'OR-CKH24001149']","['ARMANI EXCHANGE 3077 8158', '3077']",['ARMANI EXCHANGE 3077 8158'],Printed
56,651813,6/21/24,OR NVO24101682,Approved,1,Ray-Ban,Sunglasses,RB3713,1,Receipt/2024/jpeg_20240709_160333.jpg,Yes,jpeg_20240709_160333.jpg,0.252965,"{'m_receipt_date': ['Jun 21, 2024'], 'm_receipt_number': ['OR-NVO24101682', 'OR-NVO24101682'], 'm_brand_model': ['RAYBAN SUN RB3713D 57-18 145', 'RB3713D'], 'm_brand': ['F02976, RAYBAN SUNGLASSES', 'RAYBAN SUN RB3713D 57-18 145', 'RAYBAN', 'RAYBAN'], 'id': 651813, 'receipt_type': 'Printed'}","['Jun 21, 2024']","['OR-NVO24101682', 'OR-NVO24101682']","['RAYBAN SUN RB3713D 57-18 145', 'RB3713D']","['F02976, RAYBAN SUNGLASSES', 'RAYBAN SUN RB3713D 57-18 145', 'RAYBAN', 'RAYBAN']",Printed
57,651807,6/21/24,OR NVO24101678,Approved,1,Ray-Ban,Optical,RB6490,1,Receipt/2024/jpeg_20240709_160247.jpg,Yes,jpeg_20240709_160247.jpg,0.341134,"{'m_receipt_date': ['Jun 21, 2024'], 'm_receipt_number': ['OR-NVO24101678', 'OR-NVO24101678'], 'm_brand_model': ['rayban RB6490D 2501 56-17', 'RB6490D'], 'm_brand': ['F02977, RAYBAN RX FRAME', 'rayban RB6490D 2501 56-17', 'RAYBAN', 'rayban'], 'id': 651807, 'receipt_type': 'Printed'}","['Jun 21, 2024']","['OR-NVO24101678', 'OR-NVO24101678']","['rayban RB6490D 2501 56-17', 'RB6490D']","['F02977, RAYBAN RX FRAME', 'rayban RB6490D 2501 56-17', 'RAYBAN', 'rayban']",Printed
58,651806,6/19/24,OR NVO24101656,Approved,1,Prada,Optical,VPR12,1,Receipt/2024/jpeg_20240709_160202.jpg,Yes,jpeg_20240709_160202.jpg,0.3309,"{'m_receipt_date': ['Jun 19, 2024'], 'm_receipt_number': ['OR-NVO24101656', 'OR-NVO24101656'], 'm_brand_model': ['PRADA VPR12Z-D 51-20 05N-101', 'VPR12Z-D'], 'm_brand': ['F02975. PRADA RX FRAME', 'PRADA VPR12Z-D 51-20 05N-101', 'PRADA', 'PRADA'], 'id': 651806, 'receipt_type': 'Printed'}","['Jun 19, 2024']","['OR-NVO24101656', 'OR-NVO24101656']","['PRADA VPR12Z-D 51-20 05N-101', 'VPR12Z-D']","['F02975. PRADA RX FRAME', 'PRADA VPR12Z-D 51-20 05N-101', 'PRADA', 'PRADA']",Printed
59,651805,6/19/24,OR NVO24101651,Approved,1,Prada,Optical,VPR12,1,Receipt/2024/jpeg_20240709_160118.jpg,Yes,jpeg_20240709_160118.jpg,0.328223,"{'m_receipt_date': ['Jun 19, 2024'], 'm_receipt_number': ['OR-NVO24101651', 'OR-NVO24101651'], 'm_brand_model': ['PRADA VPR 122-D 51.202AU-101'], 'm_brand': ['F02975 PRADA RX FRAME', 'PRADA VPR 122-D 51.202AU-101', 'PRADA', 'PRADA'], 'id': 651805, 'receipt_type': 'Printed'}","['Jun 19, 2024']","['OR-NVO24101651', 'OR-NVO24101651']",['PRADA VPR 122-D 51.202AU-101'],"['F02975 PRADA RX FRAME', 'PRADA VPR 122-D 51.202AU-101', 'PRADA', 'PRADA']",Printed
60,651804,6/17/24,OR NVO2410163,Approved,1,Ray-Ban,Optical,RB6524,1,Receipt/2024/jpeg_20240709_155915.jpg,Yes,jpeg_20240709_155915.jpg,0.310932,"{'m_receipt_date': ['Jun 17, 2024'], 'm_receipt_number': ['OR-NVO24101633', 'OR-NVO24101633'], 'm_brand_model': [], 'm_brand': ['F02977. RAYBAN RX FRAME', 'TRANSFER OWN LENS TO RAYBAN', 'RAYBAN', 'RAYBAN'], 'id': 651804, 'receipt_type': 'Printed'}","['Jun 17, 2024']","['OR-NVO24101633', 'OR-NVO24101633']",[],"['F02977. RAYBAN RX FRAME', 'TRANSFER OWN LENS TO RAYBAN', 'RAYBAN', 'RAYBAN']",Printed
61,651802,6/17/24,OR NVO24101631,Approved,1,Ray-Ban,Optical,RB6518,1,Receipt/2024/jpeg_20240709_155820.jpg,Yes,jpeg_20240709_155820.jpg,0.334685,"{'m_receipt_date': ['Jun 17, 2024'], 'm_receipt_number': ['OR-NVO24101631', 'OR-NVO24101631'], 'm_brand_model': ['RAYBAN RB6518 3162 57-19', 'RB6518'], 'm_brand': ['F02977. RAYBAN RX FRAME', 'RAYBAN RB6518 3162 57-19', 'RAYBAN', 'RAYBAN'], 'id': 651802, 'receipt_type': 'Printed'}","['Jun 17, 2024']","['OR-NVO24101631', 'OR-NVO24101631']","['RAYBAN RB6518 3162 57-19', 'RB6518']","['F02977. RAYBAN RX FRAME', 'RAYBAN RB6518 3162 57-19', 'RAYBAN', 'RAYBAN']",Printed
62,651800,6/13/24,OR NVO24101601,Approved,1,Ray-Ban,Optical,RB5419,1,Receipt/2024/jpeg_20240709_155736.jpg,Yes,jpeg_20240709_155736.jpg,0.259976,"{'m_receipt_date': ['Jun 13, 2024'], 'm_receipt_number': ['OR-NVO24101601', 'OR-NVO24101601'], 'm_brand_model': ['RAYBAN 5419D 2000 SZ54', '5419D'], 'm_brand': ['F02977. RAYBAN RX FRAME', 'RAYBAN 5419D 2000 SZ54', 'RAYBAN', 'RAYBAN'], 'id': 651800, 'receipt_type': 'Printed'}","['Jun 13, 2024']","['OR-NVO24101601', 'OR-NVO24101601']","['RAYBAN 5419D 2000 SZ54', '5419D']","['F02977. RAYBAN RX FRAME', 'RAYBAN 5419D 2000 SZ54', 'RAYBAN', 'RAYBAN']",Printed
63,651799,6/12/24,OR NVO24101593,Approved,1,Ray-Ban,Optical,RB7318,1,Receipt/2024/jpeg_20240709_155633.jpg,Yes,jpeg_20240709_155633.jpg,0.280067,"{'m_receipt_date': [], 'm_receipt_number': ['Form OR-NVO24101593', 'OR-NVO24101593'], 'm_brand_model': ['RAYBAN RB7318D 8210 54-19', 'RB7318D'], 'm_brand': ['F02977, RAYBAN RX FRAME', 'RAYBAN RB7318D 8210 54-19', 'RAYBAN', 'RAYBAN'], 'id': 651799, 'receipt_type': 'Printed'}",[],"['Form OR-NVO24101593', 'OR-NVO24101593']","['RAYBAN RB7318D 8210 54-19', 'RB7318D']","['F02977, RAYBAN RX FRAME', 'RAYBAN RB7318D 8210 54-19', 'RAYBAN', 'RAYBAN']",Printed
64,651797,6/12/24,OR NVO24101592,Approved,1,Ray-Ban,Optical,RB6518,1,Receipt/2024/jpeg_20240709_155541.jpg,Yes,jpeg_20240709_155541.jpg,0.318203,"{'m_receipt_date': ['Jun 12, 2024'], 'm_receipt_number': ['OR-NVO24101592', 'OR-NVO24101592'], 'm_brand_model': ['RAYBAN RB6518 3163 55-19', 'RB6518'], 'm_brand': ['F02977, RAYBAN RX FRAME.', 'RAYBAN RB6518 3163 55-19', 'RAYBAN', 'RAYBAN'], 'id': 651797, 'receipt_type': 'Printed'}","['Jun 12, 2024']","['OR-NVO24101592', 'OR-NVO24101592']","['RAYBAN RB6518 3163 55-19', 'RB6518']","['F02977, RAYBAN RX FRAME.', 'RAYBAN RB6518 3163 55-19', 'RAYBAN', 'RAYBAN']",Printed
65,651796,6/11/24,OR NVO24101591,Approved,1,Coach,Sunglasses,HC8392,1,Receipt/2024/jpeg_20240709_155454.jpg,Yes,jpeg_20240709_155454.jpg,0.286629,"{'m_receipt_date': ['Jun 11, 2024'], 'm_receipt_number': ['OR-NVO24101591', 'OR-NVO24101591'], 'm_brand_model': ['HC 8392U 50023C 53-20', '8392U'], 'm_brand': ['F02981. COACH SUNGLASSES', 'COACH'], 'id': 651796, 'receipt_type': 'Printed'}","['Jun 11, 2024']","['OR-NVO24101591', 'OR-NVO24101591']","['HC 8392U 50023C 53-20', '8392U']","['F02981. COACH SUNGLASSES', 'COACH']",Printed
66,651794,6/11/24,OR NVO24101586,Approved,1,Ray-Ban,Optical,RB5418,1,Receipt/2024/jpeg_20240709_155356.jpg,Yes,jpeg_20240709_155356.jpg,0.343107,"{'m_receipt_date': ['Jun 11, 2024'], 'm_receipt_number': ['OR-NVO24101586', 'OR-NVO24101586'], 'm_brand_model': ['RAYBAN RB 5418F 8255 54-20', '5418F'], 'm_brand': ['F02977, RAYBAN RX FRAME.', 'RAYBAN RB 5418F 8255 54-20', 'RAYBAN', 'RAYBAN'], 'id': 651794, 'receipt_type': 'Printed'}","['Jun 11, 2024']","['OR-NVO24101586', 'OR-NVO24101586']","['RAYBAN RB 5418F 8255 54-20', '5418F']","['F02977, RAYBAN RX FRAME.', 'RAYBAN RB 5418F 8255 54-20', 'RAYBAN', 'RAYBAN']",Printed
67,651793,6/10/24,OR NVO24101579,Approved,1,Prada,Optical,VPR17,1,Receipt/2024/jpeg_20240709_155302.jpg,Yes,jpeg_20240709_155302.jpg,0.316855,"{'m_receipt_date': ['Jun 10, 2024'], 'm_receipt_number': ['OR-NVO24101579', 'OR-NVO24101579'], 'm_brand_model': ['PRADA VPR 17Z-F 55-17 1AB-101'], 'm_brand': ['F02975 PRADA RX FRAME', 'PRADA VPR 17Z-F 55-17 1AB-101', 'PRADA', 'PRADA'], 'id': 651793, 'receipt_type': 'Printed'}","['Jun 10, 2024']","['OR-NVO24101579', 'OR-NVO24101579']",['PRADA VPR 17Z-F 55-17 1AB-101'],"['F02975 PRADA RX FRAME', 'PRADA VPR 17Z-F 55-17 1AB-101', 'PRADA', 'PRADA']",Printed
68,651791,6/10/24,OR NVO24101576,Approved,1,Ray-Ban,Optical,RB7239,1,Receipt/2024/jpeg_20240709_155207.jpg,Yes,jpeg_20240709_155207.jpg,0.31235,"{'m_receipt_date': ['Jun 10, 2024'], 'm_receipt_number': ['OR-NVO24101576', 'OR-NVO24101576'], 'm_brand_model': ['RAYBAN RB 7239F 8257 54-18', '7239F'], 'm_brand': ['F02977. RAYBAN RX FRAME', 'RAYBAN RB 7239F 8257 54-18', 'RAYBAN', 'RAYBAN'], 'id': 651791, 'receipt_type': 'Printed'}","['Jun 10, 2024']","['OR-NVO24101576', 'OR-NVO24101576']","['RAYBAN RB 7239F 8257 54-18', '7239F']","['F02977. RAYBAN RX FRAME', 'RAYBAN RB 7239F 8257 54-18', 'RAYBAN', 'RAYBAN']",Printed
69,651790,6/10/24,OR NVO24101575,Approved,1,Tiffany & Co.,Optical,TF2205,1,Receipt/2024/jpeg_20240709_155109.jpg,Yes,jpeg_20240709_155109.jpg,0.271688,"{'m_receipt_date': ['Jun 10, 2024'], 'm_receipt_number': ['OR-NVO24101575', 'OR-NVO24101575'], 'm_brand_model': ['TF 2205 F 7287 55-15'], 'm_brand': ['F02989. TIFFany', 'TIFFany'], 'id': 651790, 'receipt_type': 'Printed'}","['Jun 10, 2024']","['OR-NVO24101575', 'OR-NVO24101575']",['TF 2205 F 7287 55-15'],"['F02989. TIFFany', 'TIFFany']",Printed
70,651788,6/10/24,OR NVO24101574,Approved,1,Ray-Ban,Optical,RB5406,1,Receipt/2024/jpeg_20240709_155025.jpg,Yes,jpeg_20240709_155025.jpg,0.32865,"{'m_receipt_date': ['Jun 10, 2024'], 'm_receipt_number': ['OR-NVO24101574', 'OR-NVO24101574'], 'm_brand_model': ['RB 5406F 8111 54-19', '5406F'], 'm_brand': ['F02977, RAYBAN RX FRAME.', 'RAYBAN'], 'id': 651788, 'receipt_type': 'Printed'}","['Jun 10, 2024']","['OR-NVO24101574', 'OR-NVO24101574']","['RB 5406F 8111 54-19', '5406F']","['F02977, RAYBAN RX FRAME.', 'RAYBAN']",Printed
71,651787,6/2/24,or-ckh24001120,Approved,1,Armani Exchange,Optical,ax3071,1,Receipt/2024/x5g2sxbqdt.jpg,Yes,x5g2sxbqdt.jpg,11.448456,"{'m_receipt_date': [], 'm_receipt_number': ['OR-CKH24001120', 'OR-CKH24001120'], 'm_brand_model': ['ARMANI EXCHANGE 3071F 8235', '3071F'], 'm_brand': ['ARMANI EXCHANGE 3071F 8235'], 'id': 651787, 'receipt_type': 'Printed'}",[],"['OR-CKH24001120', 'OR-CKH24001120']","['ARMANI EXCHANGE 3071F 8235', '3071F']",['ARMANI EXCHANGE 3071F 8235'],Printed
72,651786,6/10/24,OR NVO24101572,Approved,1,Burberry,Optical,B2371,1,Receipt/2024/jpeg_20240709_154930.jpg,Yes,jpeg_20240709_154930.jpg,0.303847,"{'m_receipt_date': ['Jun 10, 2024'], 'm_receipt_number': ['OR-NVO24101572', 'OR-NVO24101572'], 'm_brand_model': ['B2371-D 0 3889 53-18', 'B2371-D'], 'm_brand': ['F02992. BURBERRY RX', 'BURBERRY'], 'id': 651786, 'receipt_type': 'Printed'}","['Jun 10, 2024']","['OR-NVO24101572', 'OR-NVO24101572']","['B2371-D 0 3889 53-18', 'B2371-D']","['F02992. BURBERRY RX', 'BURBERRY']",Printed
73,651784,6/9/24,OR NVO24101564,Approved,1,Coach,Optical,HC 6214,1,Receipt/2024/jpeg_20240709_154840.jpg,Yes,jpeg_20240709_154840.jpg,0.342143,"{'m_receipt_date': ['Jun 09, 2024', '6/9', '6/9'], 'm_receipt_number': ['OR-NVO24101564', 'OR-NVO24101564'], 'm_brand_model': ['COACH HC 6214D 5111 55-19'], 'm_brand': ['F02980, COACH RX FRAMES.', 'COACH HC 6214D 5111 55-19', 'COACH', 'COACH'], 'id': 651784, 'receipt_type': 'Printed'}","['Jun 09, 2024', '6/9', '6/9']","['OR-NVO24101564', 'OR-NVO24101564']",['COACH HC 6214D 5111 55-19'],"['F02980, COACH RX FRAMES.', 'COACH HC 6214D 5111 55-19', 'COACH', 'COACH']",Printed
74,651783,5/30/24,or-ckh24001096,Approved,1,Armani Exchange,Optical,ax1046,1,Receipt/2024/yud1tytypa.jpg,Yes,yud1tytypa.jpg,11.593305,"{'m_receipt_date': ['2024-05-30', '2024-05-30'], 'm_receipt_number': ['OR-CKH24001096', 'OR-CKH24001096'], 'm_brand_model': ['ARMANI EXCHANGE 1046 6063', '1046'], 'm_brand': ['ARMANI EXCHANGE 1046 6063'], 'id': 651783, 'receipt_type': 'Printed'}","['2024-05-30', '2024-05-30']","['OR-CKH24001096', 'OR-CKH24001096']","['ARMANI EXCHANGE 1046 6063', '1046']",['ARMANI EXCHANGE 1046 6063'],Printed
75,651781,6/8/24,OR NVO24101554,Approved,1,Tiffany & Co.,Optical,TF2220,1,Receipt/2024/jpeg_20240709_154756.jpg,Yes,jpeg_20240709_154756.jpg,0.324042,"{'m_receipt_date': ['Jun 08, 2024'], 'm_receipt_number': ['OR-NVO24101554', 'OR-NVO24101554'], 'm_brand_model': [], 'm_brand': ['F02989. TIFFany', 'TIFFany'], 'id': 651781, 'receipt_type': 'Printed'}","['Jun 08, 2024']","['OR-NVO24101554', 'OR-NVO24101554']",[],"['F02989. TIFFany', 'TIFFany']",Printed
76,651780,6/5/24,OR NVO24101535,Approved,1,Ray-Ban,Optical,RB8774,1,Receipt/2024/jpeg_20240709_154709.jpg,Yes,jpeg_20240709_154709.jpg,0.32935,"{'m_receipt_date': ['Jun 05, 2024', 'Jun', 'Jun'], 'm_receipt_number': ['OR-NVO24101535', 'OR-NVO24101535'], 'm_brand_model': ['RAYBAN RB8774D 1239 55-18', 'RB8774D'], 'm_brand': ['F02977, RAYBAN RX FRAME', 'RAYBAN RB8774D 1239 55-18', 'RAYBAN', 'RAYBAN'], 'id': 651780, 'receipt_type': 'Printed'}","['Jun 05, 2024', 'Jun', 'Jun']","['OR-NVO24101535', 'OR-NVO24101535']","['RAYBAN RB8774D 1239 55-18', 'RB8774D']","['F02977, RAYBAN RX FRAME', 'RAYBAN RB8774D 1239 55-18', 'RAYBAN', 'RAYBAN']",Printed
77,651778,6/1/24,OR NVO24101496,Approved,1,Tiffany & Co.,Optical,TF2252,1,Receipt/2024/jpeg_20240709_154620.jpg,Yes,jpeg_20240709_154620.jpg,0.220508,"{'m_receipt_date': ['Jun 01, 2024'], 'm_receipt_number': ['OR-NVO24101496', 'OR-NVO24101496'], 'm_brand_model': ['TF2252-D 8015 51-18', 'TF2252-D'], 'm_brand': ['Frame I-02989 TIFFany', 'TIFFany'], 'id': 651778, 'receipt_type': 'Printed'}","['Jun 01, 2024']","['OR-NVO24101496', 'OR-NVO24101496']","['TF2252-D 8015 51-18', 'TF2252-D']","['Frame I-02989 TIFFany', 'TIFFany']",Printed
